source,target,complex_name
CDC5L,CWC27,C complex spliceosome
CDC5L,SRRM1,C complex spliceosome
CDC5L,DHX38,C complex spliceosome
CDC5L,PPWD1,C complex spliceosome
CDC5L,DGCR14,C complex spliceosome
CDC5L,SNRNP40,C complex spliceosome
CDC5L,GPATCH1,C complex spliceosome
CDC5L,WDR83,C complex spliceosome
CDC5L,DDX23,C complex spliceosome
CDC5L,CRNKL1,C complex spliceosome
CDC5L,PPIL3,C complex spliceosome
CDC5L,PNN,C complex spliceosome
CDC5L,DHX35,C complex spliceosome
CDC5L,CWC22,C complex spliceosome
CDC5L,XAB2,C complex spliceosome
CDC5L,RBM22,C complex spliceosome
CDC5L,CWC15,C complex spliceosome
CDC5L,TFIP11,C complex spliceosome
CDC5L,DDX41,C complex spliceosome
CDC5L,RALY,C complex spliceosome
CDC5L,ISY1,C complex spliceosome
CDC5L,PRPF19,C complex spliceosome
CDC5L,PPIE,C complex spliceosome
CDC5L,SRRM2,C complex spliceosome
CDC5L,LSM2,C complex spliceosome
CDC5L,PPIL1,C complex spliceosome
CDC5L,RBM8A,C complex spliceosome
GPATCH1,SART1,C complex spliceosome
GPATCH1,HNRNPR,C complex spliceosome
GPATCH1,PLRG1,C complex spliceosome
GPATCH1,SYNCRIP,C complex spliceosome
GPATCH1,SF3B1,C complex spliceosome
GPATCH1,SNRNP200,C complex spliceosome
GPATCH1,PRPF6,C complex spliceosome
GPATCH1,SLU7,C complex spliceosome
GPATCH1,SYF2,C complex spliceosome
GPATCH1,HNRNPC,C complex spliceosome
GPATCH1,SNRPB2,C complex spliceosome
GPATCH1,HNRNPA1,C complex spliceosome
GPATCH1,SNRPA1,C complex spliceosome
GPATCH1,PABPC1,C complex spliceosome
GPATCH1,SNRPB,C complex spliceosome
GPATCH1,HNRNPA2B1,C complex spliceosome
GPATCH1,HNRNPH1,C complex spliceosome
GPATCH1,RBMX,C complex spliceosome
GPATCH1,MTREX,C complex spliceosome
GPATCH1,HNRNPA3,C complex spliceosome
GPATCH1,HNRNPM,C complex spliceosome
GPATCH1,HNRNPF,C complex spliceosome
GPATCH1,MAGOH,C complex spliceosome
GPATCH1,HNRNPK,C complex spliceosome
GPATCH1,SNRPE,C complex spliceosome
GPATCH1,SNRPF,C complex spliceosome
GPATCH1,SNRPG,C complex spliceosome
GPATCH1,LSM3,C complex spliceosome
GPATCH1,SNRPD1,C complex spliceosome
GPATCH1,SNRPD2,C complex spliceosome
GPATCH1,SNRPD3,C complex spliceosome
GPATCH1,HNRNPU,C complex spliceosome
GPATCH1,U2AF1,C complex spliceosome
GPATCH1,SRSF1,C complex spliceosome
GPATCH1,SF3A3,C complex spliceosome
GPATCH1,SF3B2,C complex spliceosome
GPATCH1,PRPF4B,C complex spliceosome
GPATCH1,SNW1,C complex spliceosome
GPATCH1,SF3B3,C complex spliceosome
GPATCH1,SF3A2,C complex spliceosome
GPATCH1,SF3A1,C complex spliceosome
GPATCH1,ZCCHC8,C complex spliceosome
GPATCH1,PRPF8,C complex spliceosome
GPATCH1,SRRM1,C complex spliceosome
GPATCH1,PPWD1,C complex spliceosome
GPATCH1,SNRNP40,C complex spliceosome
GPATCH1,WDR83,C complex spliceosome
GPATCH1,PPIL3,C complex spliceosome
GPATCH1,PNN,C complex spliceosome
GPATCH1,XAB2,C complex spliceosome
GPATCH1,RBM22,C complex spliceosome
GPATCH1,TFIP11,C complex spliceosome
GPATCH1,RALY,C complex spliceosome
GPATCH1,ISY1,C complex spliceosome
GPATCH1,PRPF19,C complex spliceosome
GPATCH1,PPIE,C complex spliceosome
GPATCH1,SRRM2,C complex spliceosome
GPATCH1,LSM2,C complex spliceosome
GPATCH1,PPIL1,C complex spliceosome
GPATCH1,RBM8A,C complex spliceosome
WDR83,ZCCHC8,C complex spliceosome
WDR83,XAB2,C complex spliceosome
DDX23,SART1,C complex spliceosome
DDX23,HNRNPR,C complex spliceosome
DDX23,PLRG1,C complex spliceosome
DDX23,SYNCRIP,C complex spliceosome
DDX23,SF3B1,C complex spliceosome
DDX23,SNRNP200,C complex spliceosome
DDX23,PRPF6,C complex spliceosome
DDX23,SLU7,C complex spliceosome
DDX23,SYF2,C complex spliceosome
DDX23,HNRNPC,C complex spliceosome
DDX23,SNRPB2,C complex spliceosome
DDX23,HNRNPA1,C complex spliceosome
DDX23,SNRPA1,C complex spliceosome
DDX23,PABPC1,C complex spliceosome
DDX23,SNRPB,C complex spliceosome
DDX23,DDX5,C complex spliceosome
DDX23,HNRNPA2B1,C complex spliceosome
DDX23,HNRNPH1,C complex spliceosome
DDX23,RBMX,C complex spliceosome
DDX23,EIF4A3,C complex spliceosome
DDX23,MTREX,C complex spliceosome
DDX23,HNRNPA3,C complex spliceosome
DDX23,HNRNPM,C complex spliceosome
DDX23,HNRNPF,C complex spliceosome
DDX23,MAGOH,C complex spliceosome
DDX23,HNRNPK,C complex spliceosome
DDX23,SNRPE,C complex spliceosome
DDX23,SNRPF,C complex spliceosome
DDX23,SNRPG,C complex spliceosome
DDX23,LSM3,C complex spliceosome
DDX23,SNRPD1,C complex spliceosome
DDX23,SNRPD2,C complex spliceosome
DDX23,SNRPD3,C complex spliceosome
DDX23,HNRNPU,C complex spliceosome
DDX23,U2AF1,C complex spliceosome
DDX23,SRSF1,C complex spliceosome
DDX23,SF3A3,C complex spliceosome
DDX23,SF3B2,C complex spliceosome
DDX23,PRPF4B,C complex spliceosome
DDX23,SNW1,C complex spliceosome
DDX23,FRG1,C complex spliceosome
DDX23,DHX8,C complex spliceosome
DDX23,EFTUD2,C complex spliceosome
DDX23,SF3B3,C complex spliceosome
DDX23,SF3A2,C complex spliceosome
DDX23,SF3A1,C complex spliceosome
DDX23,ZCCHC8,C complex spliceosome
DDX23,PRPF8,C complex spliceosome
DDX23,SRRM1,C complex spliceosome
DDX23,DHX38,C complex spliceosome
DDX23,PPWD1,C complex spliceosome
DDX23,DGCR14,C complex spliceosome
DDX23,SNRNP40,C complex spliceosome
DDX23,GPATCH1,C complex spliceosome
DDX23,WDR83,C complex spliceosome
DDX23,PPIL3,C complex spliceosome
DDX23,PNN,C complex spliceosome
DDX23,DHX35,C complex spliceosome
DDX23,XAB2,C complex spliceosome
DDX23,RBM22,C complex spliceosome
DDX23,TFIP11,C complex spliceosome
DDX23,DDX41,C complex spliceosome
DDX23,RALY,C complex spliceosome
DDX23,ISY1,C complex spliceosome
DDX23,PRPF19,C complex spliceosome
DDX23,PPIE,C complex spliceosome
DDX23,SRRM2,C complex spliceosome
DDX23,LSM2,C complex spliceosome
DDX23,PPIL1,C complex spliceosome
DDX23,RBM8A,C complex spliceosome
CRNKL1,SART1,C complex spliceosome
CRNKL1,HNRNPR,C complex spliceosome
CRNKL1,PLRG1,C complex spliceosome
CRNKL1,SYNCRIP,C complex spliceosome
CRNKL1,SF3B1,C complex spliceosome
CRNKL1,SNRNP200,C complex spliceosome
CRNKL1,PRPF6,C complex spliceosome
CRNKL1,SLU7,C complex spliceosome
CRNKL1,SYF2,C complex spliceosome
CRNKL1,HNRNPC,C complex spliceosome
CRNKL1,SNRPB2,C complex spliceosome
CRNKL1,HNRNPA1,C complex spliceosome
CRNKL1,SNRPA1,C complex spliceosome
CRNKL1,PABPC1,C complex spliceosome
CRNKL1,SNRPB,C complex spliceosome
CRNKL1,DDX5,C complex spliceosome
CRNKL1,HNRNPA2B1,C complex spliceosome
CRNKL1,HNRNPH1,C complex spliceosome
CRNKL1,RBMX,C complex spliceosome
CRNKL1,EIF4A3,C complex spliceosome
CRNKL1,MTREX,C complex spliceosome
CRNKL1,HNRNPA3,C complex spliceosome
CRNKL1,HNRNPM,C complex spliceosome
CRNKL1,HNRNPF,C complex spliceosome
CRNKL1,MAGOH,C complex spliceosome
CRNKL1,HNRNPK,C complex spliceosome
CRNKL1,SNRPE,C complex spliceosome
CRNKL1,SNRPF,C complex spliceosome
CRNKL1,SNRPG,C complex spliceosome
CRNKL1,LSM3,C complex spliceosome
CRNKL1,SNRPD1,C complex spliceosome
CRNKL1,SNRPD2,C complex spliceosome
CRNKL1,SNRPD3,C complex spliceosome
CRNKL1,HNRNPU,C complex spliceosome
CRNKL1,U2AF1,C complex spliceosome
CRNKL1,SRSF1,C complex spliceosome
CRNKL1,SF3A3,C complex spliceosome
CRNKL1,SF3B2,C complex spliceosome
CRNKL1,PRPF4B,C complex spliceosome
CRNKL1,SNW1,C complex spliceosome
CRNKL1,FRG1,C complex spliceosome
CRNKL1,DHX8,C complex spliceosome
CRNKL1,EFTUD2,C complex spliceosome
CRNKL1,SF3B3,C complex spliceosome
CRNKL1,SF3A2,C complex spliceosome
CRNKL1,SF3A1,C complex spliceosome
CRNKL1,ZCCHC8,C complex spliceosome
CRNKL1,PRPF8,C complex spliceosome
CRNKL1,CWC27,C complex spliceosome
CRNKL1,SRRM1,C complex spliceosome
CRNKL1,DHX38,C complex spliceosome
CRNKL1,PPWD1,C complex spliceosome
CRNKL1,DGCR14,C complex spliceosome
CRNKL1,SNRNP40,C complex spliceosome
CRNKL1,GPATCH1,C complex spliceosome
CRNKL1,WDR83,C complex spliceosome
CRNKL1,DDX23,C complex spliceosome
CRNKL1,PPIL3,C complex spliceosome
CRNKL1,PNN,C complex spliceosome
CRNKL1,DHX35,C complex spliceosome
CRNKL1,CWC22,C complex spliceosome
CRNKL1,XAB2,C complex spliceosome
CRNKL1,RBM22,C complex spliceosome
CRNKL1,CWC15,C complex spliceosome
CRNKL1,TFIP11,C complex spliceosome
CRNKL1,DDX41,C complex spliceosome
CRNKL1,RALY,C complex spliceosome
CRNKL1,ISY1,C complex spliceosome
CRNKL1,PRPF19,C complex spliceosome
CRNKL1,PPIE,C complex spliceosome
CRNKL1,SRRM2,C complex spliceosome
CRNKL1,LSM2,C complex spliceosome
CRNKL1,PPIL1,C complex spliceosome
CRNKL1,RBM8A,C complex spliceosome
PPIL3,SART1,C complex spliceosome
PPIL3,SYNCRIP,C complex spliceosome
PPIL3,SF3B1,C complex spliceosome
PPIL3,SNRNP200,C complex spliceosome
PPIL3,PRPF6,C complex spliceosome
PPIL3,SLU7,C complex spliceosome
PPIL3,SYF2,C complex spliceosome
PPIL3,SNRPB2,C complex spliceosome
PPIL3,SNRPA1,C complex spliceosome
PPIL3,SNRPB,C complex spliceosome
PPIL3,RBMX,C complex spliceosome
PPIL3,SNRPE,C complex spliceosome
PPIL3,SNRPF,C complex spliceosome
PPIL3,SNRPG,C complex spliceosome
PPIL3,SNRPD1,C complex spliceosome
PPIL3,SNRPD2,C complex spliceosome
PPIL3,SNRPD3,C complex spliceosome
PPIL3,U2AF1,C complex spliceosome
PPIL3,SRSF1,C complex spliceosome
PPIL3,SF3A3,C complex spliceosome
PPIL3,SF3B2,C complex spliceosome
PPIL3,PRPF4B,C complex spliceosome
PPIL3,SNW1,C complex spliceosome
PPIL3,SF3B3,C complex spliceosome
PPIL3,SF3A2,C complex spliceosome
PPIL3,SF3A1,C complex spliceosome
PPIL3,ZCCHC8,C complex spliceosome
PPIL3,PRPF8,C complex spliceosome
PPIL3,SRRM1,C complex spliceosome
PPIL3,PPWD1,C complex spliceosome
PPIL3,SNRNP40,C complex spliceosome
PPIL3,WDR83,C complex spliceosome
PPIL3,XAB2,C complex spliceosome
PPIL3,RBM22,C complex spliceosome
PPIL3,TFIP11,C complex spliceosome
PPIL3,RALY,C complex spliceosome
PPIL3,PRPF19,C complex spliceosome
PPIL3,SRRM2,C complex spliceosome
PPIL3,RBM8A,C complex spliceosome
PNN,SART1,C complex spliceosome
PNN,SYNCRIP,C complex spliceosome
PNN,SF3B1,C complex spliceosome
PNN,SNRNP200,C complex spliceosome
PNN,PRPF6,C complex spliceosome
PNN,SLU7,C complex spliceosome
PNN,SYF2,C complex spliceosome
PNN,SNRPB2,C complex spliceosome
PNN,SNRPA1,C complex spliceosome
PNN,SNRPB,C complex spliceosome
PNN,RBMX,C complex spliceosome
PNN,SNRPE,C complex spliceosome
PNN,SNRPF,C complex spliceosome
PNN,SNRPG,C complex spliceosome
PNN,SNRPD1,C complex spliceosome
PNN,SNRPD2,C complex spliceosome
PNN,SNRPD3,C complex spliceosome
PNN,U2AF1,C complex spliceosome
PNN,SRSF1,C complex spliceosome
PNN,SF3A3,C complex spliceosome
PNN,SF3B2,C complex spliceosome
PNN,PRPF4B,C complex spliceosome
PNN,SNW1,C complex spliceosome
PNN,SF3B3,C complex spliceosome
PNN,SF3A2,C complex spliceosome
PNN,SF3A1,C complex spliceosome
PNN,ZCCHC8,C complex spliceosome
PNN,PRPF8,C complex spliceosome
PNN,SRRM1,C complex spliceosome
PNN,PPWD1,C complex spliceosome
PNN,SNRNP40,C complex spliceosome
PNN,WDR83,C complex spliceosome
PNN,PPIL3,C complex spliceosome
PNN,XAB2,C complex spliceosome
PNN,RBM22,C complex spliceosome
PNN,TFIP11,C complex spliceosome
PNN,RALY,C complex spliceosome
PNN,PRPF19,C complex spliceosome
PNN,PPIE,C complex spliceosome
PNN,SRRM2,C complex spliceosome
PNN,PPIL1,C complex spliceosome
PNN,RBM8A,C complex spliceosome
DHX35,SART1,C complex spliceosome
DHX35,HNRNPR,C complex spliceosome
DHX35,PLRG1,C complex spliceosome
DHX35,SYNCRIP,C complex spliceosome
DHX35,SF3B1,C complex spliceosome
DHX35,SNRNP200,C complex spliceosome
DHX35,PRPF6,C complex spliceosome
DHX35,SLU7,C complex spliceosome
DHX35,SYF2,C complex spliceosome
DHX35,HNRNPC,C complex spliceosome
DHX35,SNRPB2,C complex spliceosome
DHX35,HNRNPA1,C complex spliceosome
DHX35,SNRPA1,C complex spliceosome
DHX35,PABPC1,C complex spliceosome
DHX35,SNRPB,C complex spliceosome
DHX35,HNRNPA2B1,C complex spliceosome
DHX35,HNRNPH1,C complex spliceosome
DHX35,RBMX,C complex spliceosome
DHX35,EIF4A3,C complex spliceosome
DHX35,MTREX,C complex spliceosome
DHX35,HNRNPA3,C complex spliceosome
DHX35,HNRNPM,C complex spliceosome
DHX35,HNRNPF,C complex spliceosome
DHX35,MAGOH,C complex spliceosome
DHX35,HNRNPK,C complex spliceosome
DHX35,SNRPE,C complex spliceosome
DHX35,SNRPF,C complex spliceosome
DHX35,SNRPG,C complex spliceosome
DHX35,LSM3,C complex spliceosome
DHX35,SNRPD1,C complex spliceosome
DHX35,SNRPD2,C complex spliceosome
DHX35,SNRPD3,C complex spliceosome
DHX35,HNRNPU,C complex spliceosome
DHX35,U2AF1,C complex spliceosome
DHX35,SRSF1,C complex spliceosome
DHX35,SF3A3,C complex spliceosome
DHX35,SF3B2,C complex spliceosome
DHX35,PRPF4B,C complex spliceosome
DHX35,SNW1,C complex spliceosome
DHX35,FRG1,C complex spliceosome
DHX35,DHX8,C complex spliceosome
DHX35,EFTUD2,C complex spliceosome
DHX35,SF3B3,C complex spliceosome
DHX35,SF3A2,C complex spliceosome
DHX35,SF3A1,C complex spliceosome
DHX35,ZCCHC8,C complex spliceosome
DHX35,PRPF8,C complex spliceosome
DHX35,SRRM1,C complex spliceosome
DHX35,DHX38,C complex spliceosome
DHX35,PPWD1,C complex spliceosome
DHX35,SNRNP40,C complex spliceosome
DHX35,GPATCH1,C complex spliceosome
DHX35,WDR83,C complex spliceosome
DHX35,PPIL3,C complex spliceosome
DHX35,PNN,C complex spliceosome
DHX35,XAB2,C complex spliceosome
DHX35,RBM22,C complex spliceosome
DHX35,TFIP11,C complex spliceosome
DHX35,RALY,C complex spliceosome
DHX35,ISY1,C complex spliceosome
DHX35,PRPF19,C complex spliceosome
DHX35,PPIE,C complex spliceosome
DHX35,SRRM2,C complex spliceosome
DHX35,LSM2,C complex spliceosome
DHX35,PPIL1,C complex spliceosome
DHX35,RBM8A,C complex spliceosome
CWC22,SART1,C complex spliceosome
CWC22,HNRNPR,C complex spliceosome
CWC22,PLRG1,C complex spliceosome
CWC22,SYNCRIP,C complex spliceosome
CWC22,SF3B1,C complex spliceosome
CWC22,SNRNP200,C complex spliceosome
CWC22,PRPF6,C complex spliceosome
CWC22,SLU7,C complex spliceosome
CWC22,SYF2,C complex spliceosome
CWC22,HNRNPC,C complex spliceosome
CWC22,SNRPB2,C complex spliceosome
CWC22,HNRNPA1,C complex spliceosome
CWC22,SNRPA1,C complex spliceosome
CWC22,PABPC1,C complex spliceosome
CWC22,SNRPB,C complex spliceosome
CWC22,DDX5,C complex spliceosome
CWC22,HNRNPA2B1,C complex spliceosome
CWC22,HNRNPH1,C complex spliceosome
CWC22,RBMX,C complex spliceosome
CWC22,EIF4A3,C complex spliceosome
CWC22,MTREX,C complex spliceosome
CWC22,HNRNPA3,C complex spliceosome
CWC22,HNRNPM,C complex spliceosome
CWC22,HNRNPF,C complex spliceosome
CWC22,MAGOH,C complex spliceosome
CWC22,HNRNPK,C complex spliceosome
CWC22,SNRPE,C complex spliceosome
CWC22,SNRPF,C complex spliceosome
CWC22,SNRPG,C complex spliceosome
CWC22,LSM3,C complex spliceosome
CWC22,SNRPD1,C complex spliceosome
CWC22,SNRPD2,C complex spliceosome
CWC22,SNRPD3,C complex spliceosome
CWC22,HNRNPU,C complex spliceosome
CWC22,U2AF1,C complex spliceosome
CWC22,SRSF1,C complex spliceosome
CWC22,SF3A3,C complex spliceosome
CWC22,SF3B2,C complex spliceosome
CWC22,PRPF4B,C complex spliceosome
CWC22,SNW1,C complex spliceosome
CWC22,FRG1,C complex spliceosome
CWC22,DHX8,C complex spliceosome
CWC22,EFTUD2,C complex spliceosome
CWC22,SF3B3,C complex spliceosome
CWC22,SF3A2,C complex spliceosome
CWC22,SF3A1,C complex spliceosome
CWC22,ZCCHC8,C complex spliceosome
CWC22,PRPF8,C complex spliceosome
CWC22,CWC27,C complex spliceosome
CWC22,SRRM1,C complex spliceosome
CWC22,DHX38,C complex spliceosome
CWC22,PPWD1,C complex spliceosome
CWC22,DGCR14,C complex spliceosome
CWC22,SNRNP40,C complex spliceosome
CWC22,GPATCH1,C complex spliceosome
CWC22,WDR83,C complex spliceosome
CWC22,DDX23,C complex spliceosome
CWC22,PPIL3,C complex spliceosome
CWC22,PNN,C complex spliceosome
CWC22,DHX35,C complex spliceosome
CWC22,XAB2,C complex spliceosome
CWC22,RBM22,C complex spliceosome
CWC22,TFIP11,C complex spliceosome
CWC22,DDX41,C complex spliceosome
CWC22,RALY,C complex spliceosome
CWC22,ISY1,C complex spliceosome
CWC22,PRPF19,C complex spliceosome
CWC22,PPIE,C complex spliceosome
CWC22,SRRM2,C complex spliceosome
CWC22,LSM2,C complex spliceosome
CWC22,PPIL1,C complex spliceosome
CWC22,RBM8A,C complex spliceosome
XAB2,ZCCHC8,C complex spliceosome
RBM22,SART1,C complex spliceosome
RBM22,SYNCRIP,C complex spliceosome
RBM22,SF3B1,C complex spliceosome
RBM22,SNRNP200,C complex spliceosome
RBM22,SLU7,C complex spliceosome
RBM22,SYF2,C complex spliceosome
RBM22,SNRPB2,C complex spliceosome
RBM22,SNRPA1,C complex spliceosome
RBM22,SNRPB,C complex spliceosome
RBM22,RBMX,C complex spliceosome
RBM22,SNRPE,C complex spliceosome
RBM22,SNRPF,C complex spliceosome
RBM22,SNRPG,C complex spliceosome
RBM22,SNRPD1,C complex spliceosome
RBM22,SNRPD2,C complex spliceosome
RBM22,SNRPD3,C complex spliceosome
RBM22,U2AF1,C complex spliceosome
RBM22,SRSF1,C complex spliceosome
RBM22,SF3A3,C complex spliceosome
RBM22,SF3B2,C complex spliceosome
RBM22,SNW1,C complex spliceosome
RBM22,SF3B3,C complex spliceosome
RBM22,SF3A2,C complex spliceosome
RBM22,SF3A1,C complex spliceosome
RBM22,ZCCHC8,C complex spliceosome
RBM22,SRRM1,C complex spliceosome
RBM22,SNRNP40,C complex spliceosome
RBM22,WDR83,C complex spliceosome
RBM22,XAB2,C complex spliceosome
RBM22,TFIP11,C complex spliceosome
RBM22,SRRM2,C complex spliceosome
RBM22,RBM8A,C complex spliceosome
CWC15,SART1,C complex spliceosome
CWC15,HNRNPR,C complex spliceosome
CWC15,PLRG1,C complex spliceosome
CWC15,SYNCRIP,C complex spliceosome
CWC15,SF3B1,C complex spliceosome
CWC15,SNRNP200,C complex spliceosome
CWC15,PRPF6,C complex spliceosome
CWC15,SLU7,C complex spliceosome
CWC15,SYF2,C complex spliceosome
CWC15,HNRNPC,C complex spliceosome
CWC15,SNRPB2,C complex spliceosome
CWC15,HNRNPA1,C complex spliceosome
CWC15,SNRPA1,C complex spliceosome
CWC15,PABPC1,C complex spliceosome
CWC15,SNRPB,C complex spliceosome
CWC15,DDX5,C complex spliceosome
CWC15,HNRNPA2B1,C complex spliceosome
CWC15,HNRNPH1,C complex spliceosome
CWC15,RBMX,C complex spliceosome
CWC15,EIF4A3,C complex spliceosome
CWC15,MTREX,C complex spliceosome
CWC15,HNRNPA3,C complex spliceosome
CWC15,HNRNPM,C complex spliceosome
CWC15,HNRNPF,C complex spliceosome
CWC15,MAGOH,C complex spliceosome
CWC15,HNRNPK,C complex spliceosome
CWC15,SNRPE,C complex spliceosome
CWC15,SNRPF,C complex spliceosome
CWC15,SNRPG,C complex spliceosome
CWC15,LSM3,C complex spliceosome
CWC15,SNRPD1,C complex spliceosome
CWC15,SNRPD2,C complex spliceosome
CWC15,SNRPD3,C complex spliceosome
CWC15,HNRNPU,C complex spliceosome
CWC15,U2AF1,C complex spliceosome
CWC15,SRSF1,C complex spliceosome
CWC15,SF3A3,C complex spliceosome
CWC15,SF3B2,C complex spliceosome
CWC15,PRPF4B,C complex spliceosome
CWC15,SNW1,C complex spliceosome
CWC15,FRG1,C complex spliceosome
CWC15,DHX8,C complex spliceosome
CWC15,EFTUD2,C complex spliceosome
CWC15,SF3B3,C complex spliceosome
CWC15,SF3A2,C complex spliceosome
CWC15,SF3A1,C complex spliceosome
CWC15,ZCCHC8,C complex spliceosome
CWC15,PRPF8,C complex spliceosome
CWC15,CWC27,C complex spliceosome
CWC15,SRRM1,C complex spliceosome
CWC15,DHX38,C complex spliceosome
CWC15,PPWD1,C complex spliceosome
CWC15,DGCR14,C complex spliceosome
CWC15,SNRNP40,C complex spliceosome
CWC15,GPATCH1,C complex spliceosome
CWC15,WDR83,C complex spliceosome
CWC15,DDX23,C complex spliceosome
CWC15,PPIL3,C complex spliceosome
CWC15,PNN,C complex spliceosome
CWC15,DHX35,C complex spliceosome
CWC15,CWC22,C complex spliceosome
CWC15,XAB2,C complex spliceosome
CWC15,RBM22,C complex spliceosome
CWC15,TFIP11,C complex spliceosome
CWC15,DDX41,C complex spliceosome
CWC15,RALY,C complex spliceosome
CWC15,ISY1,C complex spliceosome
CWC15,PRPF19,C complex spliceosome
CWC15,PPIE,C complex spliceosome
CWC15,SRRM2,C complex spliceosome
CWC15,LSM2,C complex spliceosome
CWC15,PPIL1,C complex spliceosome
CWC15,RBM8A,C complex spliceosome
TFIP11,U2AF1,C complex spliceosome
TFIP11,ZCCHC8,C complex spliceosome
TFIP11,WDR83,C complex spliceosome
TFIP11,XAB2,C complex spliceosome
DDX41,SART1,C complex spliceosome
DDX41,HNRNPR,C complex spliceosome
DDX41,PLRG1,C complex spliceosome
DDX41,SYNCRIP,C complex spliceosome
DDX41,SF3B1,C complex spliceosome
DDX41,SNRNP200,C complex spliceosome
DDX41,PRPF6,C complex spliceosome
DDX41,SLU7,C complex spliceosome
DDX41,SYF2,C complex spliceosome
DDX41,HNRNPC,C complex spliceosome
DDX41,SNRPB2,C complex spliceosome
DDX41,HNRNPA1,C complex spliceosome
DDX41,SNRPA1,C complex spliceosome
DDX41,PABPC1,C complex spliceosome
DDX41,SNRPB,C complex spliceosome
DDX41,DDX5,C complex spliceosome
DDX41,HNRNPA2B1,C complex spliceosome
DDX41,HNRNPH1,C complex spliceosome
DDX41,RBMX,C complex spliceosome
DDX41,EIF4A3,C complex spliceosome
DDX41,MTREX,C complex spliceosome
DDX41,HNRNPA3,C complex spliceosome
DDX41,HNRNPM,C complex spliceosome
DDX41,HNRNPF,C complex spliceosome
DDX41,MAGOH,C complex spliceosome
DDX41,HNRNPK,C complex spliceosome
DDX41,SNRPE,C complex spliceosome
DDX41,SNRPF,C complex spliceosome
DDX41,SNRPG,C complex spliceosome
DDX41,LSM3,C complex spliceosome
DDX41,SNRPD1,C complex spliceosome
DDX41,SNRPD2,C complex spliceosome
DDX41,SNRPD3,C complex spliceosome
DDX41,HNRNPU,C complex spliceosome
DDX41,U2AF1,C complex spliceosome
DDX41,SRSF1,C complex spliceosome
