domain,total_domain_protein_count,groups,group_count,average_domain_protein_count_per_group,mean_coverage,std_coverage
"Mitochondrial inner membrane translocase complex, subunit Tim17",1,13,1,1.0,0.029411764705882353,0.0
"Mitochondrial inner membrane translocase complex, subunit Tim23",1,145,1,1.0,0.05,0.0
"Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain",2,56; 149,2,1.0,0.08658008658008658,0.0795877762374469
Mitochondrial phosphate carrier protein SLC25A3/Pic2/Mir1-like,1,98,1,1.0,0.027777777777777776,0.0
Mitochondrial pseudouridylate synthase Trub2,1,93,1,1.0,0.0625,0.0
Mitochondrial pyruvate carrier,1,111,1,1.0,0.05555555555555555,0.0
"Mitochondrial ribonuclease P catalytic subunit, PIN domain",3,73; 226; 227,3,1.0,0.19036519036519037,0.26833454938758594
Mitochondrial substrate/solute carrier,23,12; 23; 56; 66; 72; 75; 77; 85; 93; 96; 98; 112; 113; 117; 118; 139; 146; 201,18,1.2777777777777777,0.10586023946531192,0.10320606295368218
Mitofusin family,2,10; 111,2,1.0,0.06111111111111111,0.007856742013183864
"Mitogen-activated protein (MAP) kinase, ERK1/2",1,155,1,1.0,0.04,0.0
"Mitogen-activated protein (MAP) kinase, conserved site",1,155,1,1.0,0.04,0.0
Moesin tail domain superfamily,2,156; 210,2,1.0,0.06512605042016806,0.008913110687225381
Molecular chaperone regulator BAG,1,65,1,1.0,0.05263157894736842,0.0
Molybdopterin oxidoreductase,1,139,1,1.0,0.05555555555555555,0.0
"Molybdopterin oxidoreductase, 4Fe-4S domain",1,139,1,1.0,0.05555555555555555,0.0
Monocarboxylate transporter,3,84; 93; 146,3,1.0,0.06607142857142857,0.032291323785759156
Monothiol glutaredoxin-related,1,98,1,1.0,0.027777777777777776,0.0
"Mot1, ATP-binding domain",1,11,1,1.0,0.08333333333333333,0.0
"Mot1, central domain",1,11,1,1.0,0.08333333333333333,0.0
Mpv17/PMP22,3,99; 143; 146,3,1.0,0.06872294372294373,0.04898008230250487
Mrp/NBP35 ATP-binding protein,1,216,1,1.0,0.06666666666666667,0.0
Mss4-like superfamily,1,91,1,1.0,0.038461538461538464,0.0
Mu homology domain,3,1; 64; 234,3,1.0,0.07069911297852474,0.06701411826755872
"Mu2, C-terminal domain",1,1,1,1.0,0.058823529411764705,0.0
Multi drug resistance-associated protein,4,79; 80; 146; 209,4,1.0,0.16277472527472528,0.2256025377776696
"Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal",1,40,1,1.0,0.16666666666666666,0.0
"Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain superfamily",1,40,1,1.0,0.16666666666666666,0.0
"Multiprotein bridging factor 1, N-terminal",1,196,1,1.0,0.08333333333333333,0.0
"MutS, connector domain superfamily",2,155; 169,2,1.0,0.18666666666666665,0.20741798914805393
"MyBP-C, tri-helix bundle domain",2,77; 195,2,1.0,0.19444444444444442,0.19641855032959654
Myb domain,2,45; 209,2,1.0,0.16346153846153846,0.12238386597459476
Myeloid-associated differentiation marker-like,1,213,1,1.0,0.07692307692307693,0.0
"Myosin 5a, cargo-binding domain",1,130,1,1.0,0.07692307692307693,0.0
"Myosin Light Chain Kinase 1, Kinase domain",1,15,1,1.0,0.06666666666666667,0.0
"Myosin S1 fragment, N-terminal",10,12; 49; 51; 124; 151; 157; 164; 202; 204; 215,10,1.0,0.1554560642540182,0.15076440257264517
"Myosin VI, cargo binding domain",2,51; 164,2,1.0,0.19444444444444442,0.19641855032959654
"Myosin VI, lever arm",2,51; 164,2,1.0,0.19444444444444442,0.19641855032959654
"Myosin head, motor domain",17,12; 49; 51; 95; 121; 124; 130; 151; 157; 164; 202; 204; 215,13,1.3076923076923077,0.19107935685014243,0.255730910633705
"Myosin phosphatase-RhoA interacting protein, PH domain",2,149; 220,2,1.0,0.035151515151515156,0.006856793029687731
Myosin tail,9,12; 49; 121; 124; 151; 157; 202; 204; 215,9,1.0,0.1480376022575511,0.14255660571127973
"Myosin, N-terminal, SH3-like",12,12; 49; 51; 121; 124; 130; 151; 157; 164; 202; 204; 215,12,1.0,0.14984586551082715,0.13832917311914775
Myristoylated alanine-rich C-kinase substrate MARCKS,2,57; 76,2,1.0,0.06798245614035087,0.02170941872063961
N-acetylgalactosaminyltransferase,5,9; 58; 94; 99; 139,5,1.0,0.08891996891996892,0.06320667547752101
N-acetylglucosaminyltransferase II,1,79,1,1.0,0.038461538461538464,0.0
NAC A/B domain superfamily,1,205,1,1.0,0.05263157894736842,0.0
NACHT nucleoside triphosphatase,2,1; 149,2,1.0,0.044563279857397504,0.020167038322610978
NAD kinase,1,95,1,1.0,0.03225806451612903,0.0
"NAD kinase 2, mitochondrial",1,95,1,1.0,0.03225806451612903,0.0
NAD kinase/diacylglycerol kinase-like domain superfamily,2,79; 95,2,1.0,0.03535980148883375,0.004386518493713076
NAD(P) binding domain of glutamate dehydrogenase,1,144,1,1.0,0.06666666666666667,0.0
"NAD(P) transhydrogenase, alpha subunit",1,69,1,1.0,0.027777777777777776,0.0
"NAD(P) transhydrogenase, alpha subunit, C-terminal",1,69,1,1.0,0.027777777777777776,0.0
NAD(P)-binding domain,2,39; 125,2,1.0,0.15833333333333333,0.12963624321753373
NAD(P)-binding domain superfamily,56,6; 7; 12; 22; 23; 25; 39; 42; 50; 69; 75; 77; 79; 88; 91; 95; 97; 98; 99; 107; 110; 121; 122; 124; 125; 126; 134; 144; 146; 148; 155; 157; 171; 186; 193; 196; 197; 200; 206; 213; 218; 220; 231,43,1.302325581395349,0.11820660203748376,0.11833250290956764
NAD(P)H-quinone oxidoreductase subunit D/H,1,148,1,1.0,0.05,0.0
NAD-dependent epimerase/dehydratase,1,23,1,1.0,0.07142857142857142,0.0
"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 2",1,122,1,1.0,0.06666666666666667,0.0
"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 6",1,84,1,1.0,0.1,0.0
"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 8",2,25; 158,2,1.0,0.16666666666666666,0.0
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,1,76,1,1.0,0.05263157894736842,0.0
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,1,107,1,1.0,0.037037037037037035,0.0
"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",1,95,1,1.0,0.03225806451612903,0.0
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,1,122,1,1.0,0.06666666666666667,0.0
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,2,54; 92,2,1.0,0.07272727272727272,0.038569460791993505
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,1,197,1,1.0,0.038461538461538464,0.0
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,1,214,1,1.0,0.2,0.0
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,2,17; 47,2,1.0,0.10714285714285714,0.08417937871268423
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,2,136; 140,2,1.0,0.10057471264367815,0.09346813774304938
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8,1,44,1,1.0,0.0625,0.0
"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, metazoa",1,44,1,1.0,0.0625,0.0
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,1,189,1,1.0,0.0625,0.0
"NADH dehydrogenase [ubiquinone] 1 subunit C2, NDUC2",1,220,1,1.0,0.04,0.0
"NADH dehydrogenase subunit 5, C-terminal",1,97,1,1.0,0.034482758620689655,0.0
NADH dehydrogenase ubiquinone Fe-S protein 4 mitochondrial-like,1,91,1,1.0,0.038461538461538464,0.0
NADH dehydrogenase ubiquinone Fe-S protein 4-like superfamily,1,91,1,1.0,0.038461538461538464,0.0
"NADH dehydrogenase, subunit C",1,65,1,1.0,0.05263157894736842,0.0
"NADH ubiquinone oxidoreductase, F subunit",1,69,1,1.0,0.027777777777777776,0.0
"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal",1,97,1,1.0,0.034482758620689655,0.0
"NADH-plastoquinone oxidoreductase, chain 5 subgroup",1,97,1,1.0,0.034482758620689655,0.0
"NADH-quinone oxidoreductase subunit E, N-terminal",2,197; 229,2,1.0,0.1858974358974359,0.20850584573449477
NADH-quinone oxidoreductase subunit E-like,2,197; 229,2,1.0,0.1858974358974359,0.20850584573449477
"NADH-quinone oxidoreductase, chain 5-like",1,97,1,1.0,0.034482758620689655,0.0
"NADH-quinone oxidoreductase, chain I",2,19; 51,2,1.0,0.2121212121212121,0.17141982574219333
"NADH-quinone oxidoreductase, subunit D",1,148,1,1.0,0.05,0.0
"NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain",1,69,1,1.0,0.027777777777777776,0.0
"NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain superfamily",1,69,1,1.0,0.027777777777777776,0.0
"NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain",1,69,1,1.0,0.027777777777777776,0.0
"NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain superfamily",1,69,1,1.0,0.027777777777777776,0.0
"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like",1,139,1,1.0,0.05555555555555555,0.0
"NADH-ubiquinone oxidoreductase, 20 Kd subunit",1,105,1,1.0,0.0625,0.0
"NADH-ubiquinone oxidoreductase, subunit 10",2,17; 47,2,1.0,0.10714285714285714,0.08417937871268423
NADH-ubiquinone reductase complex 1 MLRQ subunit,2,98; 131,2,1.0,0.09722222222222221,0.09820927516479827
NADH:cytochrome b5 reductase-like,2,67; 196,2,1.0,0.07291666666666666,0.014731391274719742
"NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit",1,97,1,1.0,0.034482758620689655,0.0
"NADH:ubiquinone oxidoreductase, 30kDa subunit",1,65,1,1.0,0.05263157894736842,0.0
"NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily",1,65,1,1.0,0.05263157894736842,0.0
"NADH:ubiquinone oxidoreductase, 30kDa subunit, conserved site",1,65,1,1.0,0.05263157894736842,0.0
"NADH:ubiquinone oxidoreductase, 49kDa subunit, conserved site",1,148,1,1.0,0.05,0.0
"NADH:ubiquinone oxidoreductase, 51kDa subunit, conserved site",1,69,1,1.0,0.027777777777777776,0.0
"NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site",1,139,1,1.0,0.05555555555555555,0.0
"NADH:ubiquinone oxidoreductase, ESSS subunit",1,218,1,1.0,0.125,0.0
"NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit",1,166,1,1.0,0.05555555555555555,0.0
"NADH:ubiquinone oxidoreductase, iron-sulphur subunit 5",1,87,1,1.0,0.125,0.0
"NADH:ubiquinone oxidoreductase, subunit G",1,139,1,1.0,0.05555555555555555,0.0
"NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding",1,139,1,1.0,0.05555555555555555,0.0
"NADH:ubiquinone oxidoreductase, subunit NDUFB4",1,1,1,1.0,0.058823529411764705,0.0
"NADH:ubiquinone oxidoreductase-like, 20kDa subunit",1,105,1,1.0,0.0625,0.0
NADP transhydrogenase beta-like domain,1,69,1,1.0,0.027777777777777776,0.0
NADPH-cytochrome P450 reductase,1,134,1,1.0,0.09090909090909091,0.0
"NADPH-cytochrome p450 reductase, FAD-binding, alpha-helical domain superfamily",1,134,1,1.0,0.09090909090909091,0.0
NAP-like superfamily,2,98; 99,2,1.0,0.036616161616161616,0.0124993622937016
"NBR1, PB1 domain",1,34,1,1.0,0.08333333333333333,0.0
"NDUFA6, LYR domain",1,84,1,1.0,0.1,0.0
NDUFAF3/Mth938 domain-containing protein,1,76,1,1.0,0.05263157894736842,0.0
"NDUFB9, LYR domain",1,189,1,1.0,0.0625,0.0
NET domain,1,93,1,1.0,0.0625,0.0
NET domain superfamily,1,93,1,1.0,0.0625,0.0
NF-kappa-B-activating protein,1,171,1,1.0,0.16666666666666666,0.0
"NF-kappa-B-activating protein, C-terminal",1,171,1,1.0,0.16666666666666666,0.0
"NIF system FeS cluster assembly, NifU, N-terminal",1,92,1,1.0,0.1,0.0
NIPSNAP,3,75; 197; 198,3,1.0,0.1868945868945869,0.27127878397492433
"NLR family member X1, C-terminal domain",2,1; 149,2,1.0,0.044563279857397504,0.020167038322610978
"NOG, C-terminal",1,107,1,1.0,0.037037037037037035,0.0
"NOG1, N-terminal helical domain",1,107,1,1.0,0.037037037037037035,0.0
NOL6/Upt22,1,228,1,1.0,0.07692307692307693,0.0
NOPS,2,158; 201,2,1.0,0.09848484848484848,0.09642365197998375
NOSIC,3,104; 111; 226,3,1.0,0.0527065527065527,0.02575946056983636
NOTCH1 EGF-like calcium-binding domain,9,48; 95; 107; 134; 214; 216; 217; 221; 234,9,1.0,0.11698654707167251,0.11549283696039325
"NSD, Cys-His rich domain",2,18; 226,2,1.0,0.039136302294197026,0.019085203270891967
NSF attachment protein,1,141,1,1.0,0.16666666666666666,0.0
NTF2-like domain superfamily,13,22; 23; 50; 82; 98; 114; 132; 144; 145; 180; 181; 197; 234,13,1.0,0.08971766818426737,0.1248357341434901
NUDIX hydrolase domain,1,127,1,1.0,0.1,0.0
NUDIX hydrolase-like domain superfamily,3,99; 127; 130,3,1.0,0.07412587412587412,0.02738010063000265
"NXP-1, middle HEAT-repeat binding domain",1,166,1,1.0,0.05555555555555555,0.0
Nascent polypeptide-associated complex NAC domain,1,205,1,1.0,0.05263157894736842,0.0
Nascent polypeptide-associated complex subunit alpha-like,1,205,1,1.0,0.05263157894736842,0.0
"Nascent polypeptide-associated complex subunit alpha-like, UBA domain",1,205,1,1.0,0.05263157894736842,0.0
Nebulin repeat,1,99,1,1.0,0.045454545454545456,0.0
"Nesprin-1-like, first calponin homology domain",1,153,1,1.0,0.08333333333333333,0.0
"Nesprin-1-like, second calponin homology domain",1,153,1,1.0,0.08333333333333333,0.0
Netrin domain,1,62,1,1.0,0.16666666666666666,0.0
"Netrin module, non-TIMP type",1,62,1,1.0,0.16666666666666666,0.0
"Neurabin-1/2, PDZ domain",1,202,1,1.0,0.043478260869565216,0.0
Neurabin-like family,1,202,1,1.0,0.043478260869565216,0.0
Neuraxin/MAP1B repeat,2,104; 234,2,1.0,0.0436698717948718,0.047027133684682254
Neurexin/syndecan/glycophorin C,5,166; 201; 232; 233; 234,5,1.0,0.1442550505050505,0.20352555267214228
"Neuroblastoma-amplified sequence, N-terminal",1,193,1,1.0,0.05,0.0
Neuroendocrine secretory protein 55,1,68,1,1.0,0.06666666666666667,0.0
Neurogenic locus notch homolog protein 2,1,221,1,1.0,0.25,0.0
Neuropilin,1,234,1,1.0,0.010416666666666666,0.0
"Neuropilin, C-terminal",1,234,1,1.0,0.010416666666666666,0.0
"Next to BRCA1, central domain",1,34,1,1.0,0.08333333333333333,0.0
Nicalin,1,11,1,1.0,0.08333333333333333,0.0
Nicastrin,1,123,1,1.0,0.058823529411764705,0.0
"Nicastrin, small lobe",1,123,1,1.0,0.058823529411764705,0.0
Non-specific endonuclease,1,105,1,1.0,0.0625,0.0
Nonaspanin (TM9SF),4,8; 46; 103; 171,4,1.0,0.13220551378446116,0.05422364313132959
Nop domain,3,104; 111; 226,3,1.0,0.0527065527065527,0.02575946056983636
Nop domain superfamily,3,104; 111; 226,3,1.0,0.0527065527065527,0.02575946056983636
"Nop, C-terminal domain",3,104; 111; 226,3,1.0,0.0527065527065527,0.02575946056983636
Nop2p,1,18,1,1.0,0.05263157894736842,0.0
Nopp140-like,1,67,1,1.0,0.0625,0.0
Notch,1,221,1,1.0,0.25,0.0
Notch domain,1,221,1,1.0,0.25,0.0
"Notch, C-terminal",1,221,1,1.0,0.25,0.0
"Notch, NOD domain",1,221,1,1.0,0.25,0.0
"Notch, NODP domain",1,221,1,1.0,0.25,0.0
Notch-like domain superfamily,1,221,1,1.0,0.25,0.0
"Npc2 like, ML domain",1,7,1,1.0,0.07692307692307693,0.0
Nrap protein domain 1,1,228,1,1.0,0.07692307692307693,0.0
"Nrap protein, domain 2",1,228,1,1.0,0.07692307692307693,0.0
"Nrap protein, domain 3",1,228,1,1.0,0.07692307692307693,0.0
"Nrap protein, domain 4",1,228,1,1.0,0.07692307692307693,0.0
"Nrap protein, domain 5",1,228,1,1.0,0.07692307692307693,0.0
"Nrap protein, domain 6",1,228,1,1.0,0.07692307692307693,0.0
Nuclear RNA export factor,1,50,1,1.0,0.0625,0.0
"Nuclear RNA export factor Tap, RNA-binding domain",1,50,1,1.0,0.0625,0.0
"Nuclear RNA-splicing-associated protein, SR-25",1,105,1,1.0,0.0625,0.0
"Nuclear SET domain-containing protein 2, HMG box",1,226,1,1.0,0.02564102564102564,0.0
"Nuclear SET domain-containing protein 2, SET domain",1,226,1,1.0,0.02564102564102564,0.0
"Nuclear SET domain-containing protein 2, fifth PHD finger",1,226,1,1.0,0.02564102564102564,0.0
"Nuclear SET domain-containing protein 2, first PWWP domain",1,226,1,1.0,0.02564102564102564,0.0
"Nuclear SET domain-containing protein 2, second PHD finger",1,226,1,1.0,0.02564102564102564,0.0
"Nuclear SET domain-containing protein 2, second PWWP domain",1,226,1,1.0,0.02564102564102564,0.0
"Nuclear SET domain-containing protein 2, third PHD finger",1,226,1,1.0,0.02564102564102564,0.0
Nuclear anchorage protein 1/Nesprin-1/2-like,2,95; 153,2,1.0,0.05779569892473118,0.03611566893157098
Nuclear body protein Sp110/Sp140/Sp140L-like,1,164,1,1.0,0.05555555555555555,0.0
Nuclear hormone receptor,3,20; 188; 223,3,1.0,0.16984126984126982,0.0287033989206748
"Nuclear hormone receptor, ligand-binding domain",3,20; 188; 223,3,1.0,0.16984126984126982,0.0287033989206748
Nuclear hormone receptor-like domain superfamily,3,20; 188; 223,3,1.0,0.16984126984126982,0.0287033989206748
"Nuclear mitotic apparatus protein 1, LGN binding domain",3,88; 89; 90,3,1.0,0.15429599640125954,0.15552586675621724
"Nuclear mitotic apparatus protein 1, N-terminal hook domain",3,88; 89; 90,3,1.0,0.15429599640125954,0.15552586675621724
Nuclear polyadenylated RNA-binding protein Nab2/ZC3H14,1,19,1,1.0,0.09090909090909091,0.0
Nuclear pore complex protein,4,48; 85; 160; 183,4,1.0,0.05832802074036296,0.02602061448786112
"Nuclear pore complex protein NUP96, C-terminal domain",1,101,1,1.0,0.125,0.0
Nuclear pore complex protein Nup133-like,1,70,1,1.0,0.3333333333333333,0.0
"Nuclear pore complex protein Nup214, phenylalanine-glycine (FG) domain",2,85; 160,2,1.0,0.06719367588932806,0.03353866155825522
"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain",1,101,1,1.0,0.125,0.0
"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain superfamily",1,101,1,1.0,0.125,0.0
"Nuclear pore complex, NUP2/50/61",1,197,1,1.0,0.038461538461538464,0.0
Nuclear pore membrane glycoprotein 210-like,1,107,1,1.0,0.037037037037037035,0.0
Nuclear pore protein 84/107,1,73,1,1.0,0.045454545454545456,0.0
Nuclear transport factor 2 domain,7,22; 50; 144; 145; 180; 181; 197,7,1.0,0.11956092153460575,0.16806785049734194
"Nuclear transport factor 2, eukaryote",7,22; 50; 144; 145; 180; 181; 197,7,1.0,0.11956092153460575,0.16806785049734194
"Nucleic acid-binding, OB-fold",31,22; 64; 65; 68; 87; 88; 93; 95; 96; 98; 99; 100; 108; 111; 129; 131; 135; 141; 151; 156; 160; 184; 193; 197; 201; 208; 210; 234,28,1.1071428571428572,0.09369085198785607,0.07054098987432496
Nucleobindin,2,21; 118,2,1.0,0.3,0.282842712474619
Nucleolar GTP-binding protein 1,1,107,1,1.0,0.037037037037037035,0.0
"Nucleolar GTP-binding protein 1, Rossman-fold domain",1,107,1,1.0,0.037037037037037035,0.0
"Nucleolar GTP-binding protein 2, N-terminal domain",1,75,1,1.0,0.022222222222222223,0.0
"Nucleolar GTP-binding protein 2, circularly permuted GTPase motif",1,75,1,1.0,0.022222222222222223,0.0
Nucleolar and spindle-associated protein 1,1,182,1,1.0,0.25,0.0
Nucleolar complex protein 2,1,114,1,1.0,0.07142857142857142,0.0
Nucleolar complex protein 4,1,201,1,1.0,0.030303030303030304,0.0
Nucleolar complex-associated protein 3,1,194,1,1.0,0.3333333333333333,0.0
"Nucleolar complex-associated protein 3, N-terminal",1,194,1,1.0,0.3333333333333333,0.0
Nucleolar protein 14,2,105; 127,2,1.0,0.08125,0.026516504294495535
"Nucleolar protein 58/56, N-terminal",2,104; 111,2,1.0,0.06623931623931624,0.015109119256122815
Nucleolar protein Nop56/Nop58,2,104; 111,2,1.0,0.06623931623931624,0.015109119256122815
"Nucleolin, RNA recognition motif 1",1,234,1,1.0,0.010416666666666666,0.0
"Nucleolin, RNA recognition motif 2",1,234,1,1.0,0.010416666666666666,0.0
"Nucleolin, RNA recognition motif 3",1,234,1,1.0,0.010416666666666666,0.0
"Nucleolin, RNA recognition motif 4",1,234,1,1.0,0.010416666666666666,0.0
"Nucleophile aminohydrolases, N-terminal",5,2; 40; 108; 135; 141,5,1.0,0.1287179487179487,0.05208979249888841
"Nucleophosmin, C-terminal",2,149; 232,2,1.0,0.07765151515151515,0.06696086943054427
Nucleoplasmin core domain,3,149; 209; 232,3,1.0,0.07740870240870242,0.04735035260197558
Nucleoplasmin core domain superfamily,3,149; 209; 232,3,1.0,0.07740870240870242,0.04735035260197558
Nucleoplasmin family,3,149; 209; 232,3,1.0,0.07740870240870242,0.04735035260197558
