group,group_protein_count,domain,total_domain_protein_count,domain_protein_in_group_count,coverage_of_domain_proteins_in_group,representation_of_total_domain_proteins
108,15,"ABC transporter type 1, transmembrane domain",14,1,0.06666666666666667,0.07142857142857142
108,15,"ABC transporter type 1, transmembrane domain superfamily",14,1,0.06666666666666667,0.07142857142857142
108,15,"ABC transporter-like, ATP-binding domain",17,1,0.06666666666666667,0.058823529411764705
108,15,"ABC transporter-like, conserved site",17,1,0.06666666666666667,0.058823529411764705
108,15,"ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain",5,1,0.06666666666666667,0.2
108,15,"ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain",5,1,0.06666666666666667,0.2
108,15,"ATPase, V1 complex, subunit B",1,1,0.06666666666666667,1.0
108,15,"ATPase, alpha/beta subunit, nucleotide-binding domain, active site",5,1,0.06666666666666667,0.2
108,15,DAD/Ost2,1,1,0.06666666666666667,1.0
108,15,"Formyl transferase-like, C-terminal domain superfamily",1,1,0.06666666666666667,1.0
108,15,G-protein beta WD-40 repeat,25,1,0.06666666666666667,0.04
108,15,"G-protein, beta subunit",3,1,0.06666666666666667,0.3333333333333333
108,15,GOLD domain,10,1,0.06666666666666667,0.1
108,15,"Guanine nucleotide-binding protein, beta subunit",3,1,0.06666666666666667,0.3333333333333333
108,15,Large ribosomal subunit protein eL37/eL43,1,1,0.06666666666666667,1.0
108,15,Large ribosomal subunit protein eL43,1,1,0.06666666666666667,1.0
108,15,Large ribosomal subunit protein uL2,3,1,0.06666666666666667,0.3333333333333333
108,15,"Large ribosomal subunit protein uL2, C-terminal",3,1,0.06666666666666667,0.3333333333333333
108,15,"Large ribosomal subunit protein uL2, RNA-binding domain",3,1,0.06666666666666667,0.3333333333333333
108,15,"Large ribosomal subunit protein uL2, archaeal-type",2,1,0.06666666666666667,0.5
108,15,"Large ribosomal subunit protein uL2, conserved site",2,1,0.06666666666666667,0.5
108,15,"Large ribosomal subunit protein uL2, domain 2",12,1,0.06666666666666667,0.08333333333333333
108,15,"Large ribosomal subunit protein uL2, domain 3",2,1,0.06666666666666667,0.5
108,15,Large ribosomal subunit protein uL23,1,1,0.06666666666666667,1.0
108,15,"Large ribosomal subunit protein uL23, N-terminal",1,1,0.06666666666666667,1.0
108,15,"Large ribosomal subunit protein uL23, conserved site",1,1,0.06666666666666667,1.0
108,15,Large ribosomal subunit protein uL23-like,3,1,0.06666666666666667,0.3333333333333333
108,15,Large ribosomal subunit protein uL5,1,1,0.06666666666666667,1.0
108,15,Large ribosomal subunit protein uL5 domain superfamily,1,1,0.06666666666666667,1.0
108,15,"Large ribosomal subunit protein uL5, C-terminal",1,1,0.06666666666666667,1.0
108,15,"Large ribosomal subunit protein uL5, N-terminal",1,1,0.06666666666666667,1.0
108,15,"Large ribosomal subunit protein uL5, conserved site",1,1,0.06666666666666667,1.0
108,15,Methylpurine-DNA glycosylase,1,1,0.06666666666666667,1.0
108,15,Methylpurine-DNA glycosylase superfamily,1,1,0.06666666666666667,1.0
108,15,"Mitochondrial ABC-transporter, N-terminal five TM domain",1,1,0.06666666666666667,1.0
108,15,"Nucleic acid-binding, OB-fold",31,1,0.06666666666666667,0.03225806451612903
108,15,"Nucleophile aminohydrolases, N-terminal",5,1,0.06666666666666667,0.2
108,15,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.06666666666666667,0.007936507936507936
108,15,"Proteasome alpha-subunit, N-terminal domain",2,1,0.06666666666666667,0.5
108,15,Proteasome alpha-type subunit,2,1,0.06666666666666667,0.5
108,15,"Proteasome, subunit alpha/beta",4,1,0.06666666666666667,0.25
108,15,Ribosomal protein uL23/eL15/eS24 core domain superfamily,5,1,0.06666666666666667,0.2
108,15,SPATS2-like,2,1,0.06666666666666667,0.5
108,15,Small GTPase,49,1,0.06666666666666667,0.02040816326530612
108,15,"Small GTPase superfamily, ARF/SAR type",12,1,0.06666666666666667,0.08333333333333333
108,15,"Small GTPase, Ras-type",12,1,0.06666666666666667,0.08333333333333333
108,15,Small ribosomal subunit protein eS1,1,1,0.06666666666666667,1.0
108,15,"Small ribosomal subunit protein eS1, conserved site",1,1,0.06666666666666667,1.0
108,15,"Small ribosomal subunit protein eS1, eukaryotes",1,1,0.06666666666666667,1.0
108,15,Translation protein SH3-like domain superfamily,13,1,0.06666666666666667,0.07692307692307693
108,15,Transmembrane emp24 domain-containing protein,7,1,0.06666666666666667,0.14285714285714285
108,15,Type 1 protein exporter,7,1,0.06666666666666667,0.14285714285714285
108,15,UBA-like superfamily,12,1,0.06666666666666667,0.08333333333333333
108,15,V-type ATP synthase regulatory subunit B/beta,1,1,0.06666666666666667,1.0
108,15,WD40 repeat,38,1,0.06666666666666667,0.02631578947368421
108,15,"WD40 repeat, conserved site",23,1,0.06666666666666667,0.043478260869565216
108,15,WD40-repeat-containing domain superfamily,36,1,0.06666666666666667,0.027777777777777776
108,15,WD40/YVTN repeat-like-containing domain superfamily,47,1,0.06666666666666667,0.02127659574468085
108,15,Zinc-binding ribosomal protein,8,1,0.06666666666666667,0.125
108,15,Small GTP-binding protein domain,67,2,0.13333333333333333,0.029850746268656716
108,15,P-loop containing nucleoside triphosphate hydrolase,269,4,0.26666666666666666,0.01486988847583643
109,13,"26S proteasome regulatory subunit Rpn6, N-terminal",3,1,0.07692307692307693,0.3333333333333333
109,13,"6S proteasome subunit Rpn6, C-terminal helix domain",3,1,0.07692307692307693,0.3333333333333333
109,13,"AAA ATPase, AAA+ lid domain",13,1,0.07692307692307693,0.07692307692307693
109,13,AAA+ ATPase domain,54,1,0.07692307692307693,0.018518518518518517
109,13,"ATP-dependent zinc metalloprotease, FtsH",3,1,0.07692307692307693,0.3333333333333333
109,13,"ATPase, AAA-type, conserved site",14,1,0.07692307692307693,0.07142857142857142
109,13,"ATPase, AAA-type, core",23,1,0.07692307692307693,0.043478260869565216
109,13,"Acin1, RNSP1-SAP18 binding (RSB) motif",1,1,0.07692307692307693,1.0
109,13,"Acinus, RNA recognition motif",1,1,0.07692307692307693,1.0
109,13,Arrestin C-terminal-like domain,2,1,0.07692307692307693,0.5
109,13,"Arrestin-like, C-terminal",2,1,0.07692307692307693,0.5
109,13,"Arrestin-like, N-terminal",2,1,0.07692307692307693,0.5
109,13,C1q domain,1,1,0.07692307692307693,1.0
109,13,Cdc42,1,1,0.07692307692307693,1.0
109,13,Chaperone tailless complex polypeptide 1 (TCP-1),9,1,0.07692307692307693,0.1111111111111111
109,13,Chaperonin Cpn60/GroEL/TCP-1 family,11,1,0.07692307692307693,0.09090909090909091
109,13,"Chaperonin TCP-1, conserved site",9,1,0.07692307692307693,0.1111111111111111
109,13,Collagen triple helix repeat,8,1,0.07692307692307693,0.125
109,13,DNA-directed RNA polymerase subunit Rpo5/Rpb5,1,1,0.07692307692307693,1.0
109,13,FG-GAP repeat,7,1,0.07692307692307693,0.14285714285714285
109,13,GOLD domain,10,1,0.07692307692307693,0.1
109,13,GroEL-like apical domain superfamily,11,1,0.07692307692307693,0.09090909090909091
109,13,GroEL-like equatorial domain superfamily,11,1,0.07692307692307693,0.09090909090909091
109,13,Immunoglobulin E-set,11,1,0.07692307692307693,0.09090909090909091
109,13,Integrin alpha beta-propellor,7,1,0.07692307692307693,0.14285714285714285
109,13,Integrin alpha chain,7,1,0.07692307692307693,0.14285714285714285
109,13,"Integrin alpha chain, C-terminal cytoplasmic region, conserved site",6,1,0.07692307692307693,0.16666666666666666
109,13,"Integrin alpha, N-terminal",7,1,0.07692307692307693,0.14285714285714285
109,13,"Integrin alpha, second immunoglobulin-like domain",7,1,0.07692307692307693,0.14285714285714285
109,13,"Integrin alpha, third immunoglobulin-like domain",6,1,0.07692307692307693,0.16666666666666666
109,13,Integrin domain superfamily,13,1,0.07692307692307693,0.07692307692307693
109,13,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.07692307692307693,0.007936507936507936
109,13,Peptidase M41,3,1,0.07692307692307693,0.3333333333333333
109,13,Peptidase M41-like,3,1,0.07692307692307693,0.3333333333333333
109,13,Proteasome component (PCI) domain,10,1,0.07692307692307693,0.1
109,13,"RNA polymerase Rpb5, N-terminal domain superfamily",1,1,0.07692307692307693,1.0
109,13,"RNA polymerase, Rpb5, N-terminal",1,1,0.07692307692307693,1.0
109,13,"RNA polymerase, subunit H/Rpb5 C-terminal",1,1,0.07692307692307693,1.0
109,13,"RNA polymerase, subunit H/Rpb5, conserved site",1,1,0.07692307692307693,1.0
109,13,RNA-binding domain superfamily,127,1,0.07692307692307693,0.007874015748031496
109,13,RPB5-like RNA polymerase subunit superfamily,1,1,0.07692307692307693,1.0
109,13,SAP domain,15,1,0.07692307692307693,0.06666666666666667
109,13,SAP domain superfamily,13,1,0.07692307692307693,0.07692307692307693
109,13,Small GTP-binding protein domain,67,1,0.07692307692307693,0.014925373134328358
109,13,Small GTPase,49,1,0.07692307692307693,0.02040816326530612
109,13,Small GTPase Rho,6,1,0.07692307692307693,0.16666666666666666
109,13,Small ribosomal subunit protein uS15,2,1,0.07692307692307693,0.5
109,13,"Small ribosomal subunit protein uS15, bacterial-type",1,1,0.07692307692307693,1.0
109,13,Small ribosomal subunit protein uS8,1,1,0.07692307692307693,1.0
109,13,Small ribosomal subunit protein uS8 superfamily,1,1,0.07692307692307693,1.0
109,13,"Small ribosomal subunit protein uS8, conserved site",1,1,0.07692307692307693,1.0
109,13,"T-complex protein 1, gamma subunit",1,1,0.07692307692307693,1.0
109,13,TCP-1-like chaperonin intermediate domain superfamily,11,1,0.07692307692307693,0.09090909090909091
109,13,Tetratricopeptide-like helical domain superfamily,46,1,0.07692307692307693,0.021739130434782608
109,13,Tim10-like,5,1,0.07692307692307693,0.2
109,13,Tim10-like domain superfamily,5,1,0.07692307692307693,0.2
109,13,Transmembrane emp24 domain-containing protein,7,1,0.07692307692307693,0.14285714285714285
109,13,Tumour necrosis factor-like domain superfamily,1,1,0.07692307692307693,1.0
109,13,Winged helix DNA-binding domain superfamily,37,1,0.07692307692307693,0.02702702702702703
109,13,"uS15/NS1, RNA-binding domain superfamily",5,1,0.07692307692307693,0.2
109,13,von Willebrand factor A-like domain superfamily,29,1,0.07692307692307693,0.034482758620689655
109,13,"von Willebrand factor, type A",18,1,0.07692307692307693,0.05555555555555555
109,13,P-loop containing nucleoside triphosphate hydrolase,269,2,0.15384615384615385,0.007434944237918215
110,8,"ATP-dependent RNA helicase DEAD-box, conserved site",18,1,0.125,0.05555555555555555
110,8,"ATP-dependent RNA helicase eIF4A, DEAD-box helicase domain",1,1,0.125,1.0
110,8,"ATPase, nucleotide binding domain",17,1,0.125,0.058823529411764705
110,8,Alpha-ketoglutarate dehydrogenase component 4/YMR-31,1,1,0.125,1.0
110,8,Apyrase,1,1,0.125,1.0
110,8,Apyrase superfamily,1,1,0.125,1.0
110,8,DEAD/DEAH box helicase domain,35,1,0.125,0.02857142857142857
110,8,"Helicase superfamily 1/2, ATP-binding domain",43,1,0.125,0.023255813953488372
110,8,"Helicase, C-terminal domain-like",43,1,0.125,0.023255813953488372
110,8,Hexokinase,1,1,0.125,1.0
110,8,"Hexokinase, C-terminal",1,1,0.125,1.0
110,8,"Hexokinase, N-terminal",1,1,0.125,1.0
110,8,"Hexokinase, binding site",1,1,0.125,1.0
110,8,NAD(P)-binding domain superfamily,56,1,0.125,0.017857142857142856
110,8,P-loop containing nucleoside triphosphate hydrolase,269,1,0.125,0.0037174721189591076
110,8,"RNA helicase, DEAD-box type, Q motif",21,1,0.125,0.047619047619047616
110,8,SCA7 domain,1,1,0.125,1.0
110,8,Short-chain dehydrogenase/reductase SDR,24,1,0.125,0.041666666666666664
111,18,1-acyl-sn-glycerol-3-phosphate acyltransferase,2,1,0.05555555555555555,0.5
111,18,"AAA ATPase, AAA+ lid domain",13,1,0.05555555555555555,0.07692307692307693
111,18,"AAA ATPase, CDC48 family",1,1,0.05555555555555555,1.0
111,18,AAA+ ATPase domain,54,1,0.05555555555555555,0.018518518518518517
111,18,"ATPase, AAA-type, conserved site",14,1,0.05555555555555555,0.07142857142857142
111,18,"ATPase, AAA-type, core",23,1,0.05555555555555555,0.043478260869565216
111,18,"ATPase, V0 complex, subunit 116kDa, eukaryotic",1,1,0.05555555555555555,1.0
111,18,Alpha/Beta hydrolase fold,16,1,0.05555555555555555,0.0625
111,18,Annexin,8,1,0.05555555555555555,0.125
111,18,Annexin A6,1,1,0.05555555555555555,1.0
111,18,Annexin repeat,8,1,0.05555555555555555,0.125
111,18,"Annexin repeat, conserved site",8,1,0.05555555555555555,0.125
111,18,Annexin superfamily,8,1,0.05555555555555555,0.125
111,18,Aspartate decarboxylase-like domain superfamily,3,1,0.05555555555555555,0.3333333333333333
111,18,CDC48 domain 2-like superfamily,3,1,0.05555555555555555,0.3333333333333333
111,18,"CDC48, N-terminal subdomain",2,1,0.05555555555555555,0.5
111,18,"CDC48, domain 2",2,1,0.05555555555555555,0.5
111,18,Cadherin conserved site,10,1,0.05555555555555555,0.1
111,18,Cadherin-like,10,1,0.05555555555555555,0.1
111,18,Cadherin-like superfamily,11,1,0.05555555555555555,0.09090909090909091
111,18,Catenin binding domain superfamily,6,1,0.05555555555555555,0.16666666666666666
111,18,Clathrin light chain,3,1,0.05555555555555555,0.3333333333333333
111,18,"DDX41, DEAD-box helicase domain",1,1,0.05555555555555555,1.0
111,18,DEAD/DEAH box helicase domain,35,1,0.05555555555555555,0.02857142857142857
111,18,Desmosomal cadherin,3,1,0.05555555555555555,0.3333333333333333
111,18,"Dipeptidylpeptidase IV, N-terminal domain",1,1,0.05555555555555555,1.0
111,18,"Dynamin, N-terminal",8,1,0.05555555555555555,0.125
111,18,Dynamin-type guanine nucleotide-binding (G) domain,8,1,0.05555555555555555,0.125
111,18,"Exoribonuclease, PH domain 2 superfamily",4,1,0.05555555555555555,0.25
111,18,"Exoribonuclease, phosphorolytic domain 1",4,1,0.05555555555555555,0.25
111,18,"Exoribonuclease, phosphorolytic domain 2",4,1,0.05555555555555555,0.25
111,18,Fzo/mitofusin HR2 domain,2,1,0.05555555555555555,0.5
111,18,"Helicase superfamily 1/2, ATP-binding domain",43,1,0.05555555555555555,0.023255813953488372
111,18,"Helicase, C-terminal domain-like",43,1,0.05555555555555555,0.023255813953488372
111,18,K Homology domain,21,1,0.05555555555555555,0.047619047619047616
111,18,"K Homology domain, type 1",21,1,0.05555555555555555,0.047619047619047616
111,18,"K Homology domain, type 1 superfamily",22,1,0.05555555555555555,0.045454545454545456
111,18,Longin domain,2,1,0.05555555555555555,0.5
111,18,Longin-like domain superfamily,8,1,0.05555555555555555,0.125
111,18,MICOS complex subunit MIC26/MIC27,3,1,0.05555555555555555,0.3333333333333333
111,18,"MICOS complex subunit MIC26/MIC27, animal",3,1,0.05555555555555555,0.3333333333333333
111,18,Mitochondrial pyruvate carrier,1,1,0.05555555555555555,1.0
111,18,Mitofusin family,2,1,0.05555555555555555,0.5
111,18,NOSIC,3,1,0.05555555555555555,0.3333333333333333
111,18,Nop domain,3,1,0.05555555555555555,0.3333333333333333
111,18,Nop domain superfamily,3,1,0.05555555555555555,0.3333333333333333
111,18,"Nop, C-terminal domain",3,1,0.05555555555555555,0.3333333333333333
111,18,"Nucleic acid-binding, OB-fold",31,1,0.05555555555555555,0.03225806451612903
111,18,"Nucleolar protein 58/56, N-terminal",2,1,0.05555555555555555,0.5
111,18,Nucleolar protein Nop56/Nop58,2,1,0.05555555555555555,0.5
111,18,PNPase/RNase PH domain superfamily,4,1,0.05555555555555555,0.25
111,18,"Peptidase S9, prolyl oligopeptidase, catalytic domain",1,1,0.05555555555555555,1.0
111,18,"Peptidase S9, serine active site",1,1,0.05555555555555555,1.0
111,18,Phospholipid/glycerol acyltransferase,19,1,0.05555555555555555,0.05263157894736842
111,18,Polyribonucleotide nucleotidyltransferase,1,1,0.05555555555555555,1.0
111,18,"Polyribonucleotide nucleotidyltransferase, RNA-binding domain",1,1,0.05555555555555555,1.0
111,18,"Polyribonucleotide nucleotidyltransferase, RNA-binding domain superfamily",1,1,0.05555555555555555,1.0
111,18,Protein of unknown function DUF1075,3,1,0.05555555555555555,0.3333333333333333
111,18,"RNA helicase, DEAD-box type, Q motif",21,1,0.05555555555555555,0.047619047619047616
111,18,Ribosomal protein uS5 domain 2-type superfamily,21,1,0.05555555555555555,0.047619047619047616
111,18,S1 domain,5,1,0.05555555555555555,0.2
111,18,Sec1-like protein,4,1,0.05555555555555555,0.25
111,18,Sec1-like superfamily,4,1,0.05555555555555555,0.25
111,18,"Sec1-like, domain 1",3,1,0.05555555555555555,0.3333333333333333
111,18,"Sec1-like, domain 2",4,1,0.05555555555555555,0.25
111,18,"Sec1-like, domain 3a",3,1,0.05555555555555555,0.3333333333333333
111,18,Synaptobrevin-like,4,1,0.05555555555555555,0.25
111,18,"Tetraspanin, EC2 domain superfamily",4,1,0.05555555555555555,0.25
111,18,"Tetraspanin, animals",3,1,0.05555555555555555,0.3333333333333333
111,18,"Tetraspanin, conserved site",4,1,0.05555555555555555,0.25
111,18,Tetraspanin/Peripherin,4,1,0.05555555555555555,0.25
111,18,UbiA prenyltransferase domain containing protein 1,1,1,0.05555555555555555,1.0
111,18,UbiA prenyltransferase family,1,1,0.05555555555555555,1.0
111,18,UbiA prenyltransferase superfamily,1,1,0.05555555555555555,1.0
111,18,"V-type ATPase, V0 complex, 116kDa subunit family",1,1,0.05555555555555555,1.0
111,18,"v-SNARE, coiled-coil homology domain",4,1,0.05555555555555555,0.25
111,18,P-loop containing nucleoside triphosphate hydrolase,269,3,0.16666666666666666,0.011152416356877323
112,11,Ankyrin repeat,16,1,0.09090909090909091,0.0625
112,11,Ankyrin repeat-containing domain superfamily,17,1,0.09090909090909091,0.058823529411764705
112,11,CH domain superfamily,30,1,0.09090909090909091,0.03333333333333333
112,11,Calponin homology domain,30,1,0.09090909090909091,0.03333333333333333
112,11,DWNN domain,1,1,0.09090909090909091,1.0
112,11,"EF-Hand 1, calcium-binding site",52,1,0.09090909090909091,0.019230769230769232
112,11,EF-hand domain,61,1,0.09090909090909091,0.01639344262295082
112,11,EF-hand domain pair,68,1,0.09090909090909091,0.014705882352941176
112,11,"Glycosyl transferase, family 8",3,1,0.09090909090909091,0.3333333333333333
112,11,Golgi integral membrane protein 4,1,1,0.09090909090909091,1.0
112,11,"HSP90, C-terminal domain",5,1,0.09090909090909091,0.2
112,11,Heat shock protein Hsp90 family,5,1,0.09090909090909091,0.2
112,11,"Heat shock protein Hsp90, N-terminal",5,1,0.09090909090909091,0.2
112,11,Histidine kinase/HSP90-like ATPase,8,1,0.09090909090909091,0.125
112,11,Histidine kinase/HSP90-like ATPase superfamily,9,1,0.09090909090909091,0.1111111111111111
112,11,"Metalloenzyme, LuxS/M16 peptidase-like",3,1,0.09090909090909091,0.3333333333333333
112,11,Mitochondrial carrier domain superfamily,23,1,0.09090909090909091,0.043478260869565216
112,11,Mitochondrial carrier protein,18,1,0.09090909090909091,0.05555555555555555
112,11,Mitochondrial substrate/solute carrier,23,1,0.09090909090909091,0.043478260869565216
112,11,Nucleoporin Nup120/160,1,1,0.09090909090909091,1.0
112,11,Nucleotide-diphospho-sugar transferases,22,1,0.09090909090909091,0.045454545454545456
112,11,P-loop containing nucleoside triphosphate hydrolase,269,1,0.09090909090909091,0.0037174721189591076
112,11,Parvin,1,1,0.09090909090909091,1.0
112,11,"Peptidase M16, C-terminal",3,1,0.09090909090909091,0.3333333333333333
112,11,"Peptidase M16, N-terminal",3,1,0.09090909090909091,0.3333333333333333
112,11,"Peptidase M16, zinc-binding site",2,1,0.09090909090909091,0.5
112,11,Ribosomal protein uS5 domain 2-type superfamily,21,1,0.09090909090909091,0.047619047619047616
